id,F1,F2,F3,F4,F5,F6,F7
4522387396,1,16,1,7,1,18164,7
4518553982,1,13,0,17,0,17774,6.6
4508668617,0,17,0,8,0,16990,7
4523348285,1,18,1,6,1,16508,7
4500809848,0,16,0,1,0,15533,6.8
4523898357,1,16,1,5,1,15391,7
4518666221,1,16,1,3,0,15076,6.4
4467234641,1,18,1,6,0,16119,6.6
4524748805,0,14,1,2,0,14377,7
4479706373,1,17,0,0,0,13958,6.6
4469754326,1,21,1,8,1,18834,6.8
4440251539,1,15,1,6,1,17895,7
4521442807,1,46,0,4,0,16526,7
4462505118,0,16,0,9,0,16075,6.8
4488677856,0,12,0,10,1,18947,6.8
4512780010,0,17,0,2,0,15137,6.6
4477975030,0,19,1,5,0,16157,6.8
4525058248,0,20,0,2,0,15152,6.8
4518631058,1,19,1,8,0,17041,6.8
4452942684,1,19,1,7,1,16742,7.4
4492057587,0,12,1,3,1,15660,7
4520326314,1,16,1,5,0,16298,7
4517636466,1,30,1,5,1,15860,7.2
4497964264,1,18,1,3,1,15809,7.2
4491707815,1,18,0,18,0,19470,7.4
4509839658,0,18,1,22,2,19660,7
4525005858,0,16,0,4,0,13631,6.6
4523916920,1,58,0,11,0,16748,6.8
4517768764,0,34,0,0,0,14434,6.8
4505905510,1,13,1,5,0,16287,7
4503760931,0,15,0,3,1,15102,6.6
4449478989,1,16,1,4,2,15492,7
4524874155,1,16,0,3,1,14554,6.8
4470179488,1,16,0,5,0,15403,6.8
4453252980,0,42,0,0,0,13024,6.6
4508978752,1,20,0,7,1,15799,6.8
4498735941,0,14,0,8,1,17127,7
4519478233,1,15,1,10,2,17208,7.2
4523347414,1,14,0,17,0,16860,6.2
4502140813,0,18,0,12,0,18082,6.8
4473969390,0,16,1,5,0,14813,6
4480690705,1,15,0,14,0,17989,7
4523749489,1,13,1,9,0,15815,6.6
4507333323,1,22,0,12,1,17991,7.4
4518028905,0,16,1,5,0,16560,6.8
4503585743,0,13,0,5,0,15260,7
4521245361,0,16,1,1,0,13544,6.2
4453471235,1,39,0,4,0,15462,7.2
4485904786,0,15,1,2,1,15000,6.6
4476300394,1,16,1,6,1,16399,7.4
4518690389,0,19,0,1,0,14594,6.8
4525237424,1,17,1,10,1,21046,7.4
4505269056,0,14,0,5,1,15382,7
4524116491,1,12,0,8,0,16095,6.8
4524313588,0,11,0,1,0,14863,6.8
4459923671,0,13,0,9,0,17668,7.2
4523623443,0,13,0,6,0,16420,6.6
4465119054,1,25,0,8,0,17194,7
4520397947,1,19,1,9,0,19529,7.2
4514342696,1,19,0,11,1,17762,7
4518301313,1,15,1,4,0,16987,7.2
4509828570,1,15,1,7,0,16985,7.2
4500946527,0,17,0,4,0,14845,6.4
4484976193,0,19,0,10,0,18174,6.8
4509513084,1,15,1,7,1,17120,7
4513396657,0,14,1,6,1,15776,6.8
4466163546,1,22,0,6,0,17175,7
4483147494,0,11,1,4,0,15656,6.6
4519091334,0,37,1,4,1,14867,7
4488941406,1,12,1,5,1,17381,7
4438463370,1,15,1,8,2,18821,7.4
4450617242,0,13,0,5,0,14459,6.8
4524881267,0,16,0,6,1,16654,7
4524327069,1,16,0,11,0,17438,7.2
4519857386,1,17,1,4,0,17431,7.2
4520990102,1,33,1,5,1,17327,7.4
4514495149,1,14,1,5,2,17637,6.8
4514283603,1,17,1,4,1,16021,6.8
4478517508,1,19,1,13,1,16997,6.8
4462548167,0,14,1,7,1,15530,6.8
4515442306,1,19,0,2,0,14569,6.6
4459957549,1,16,0,7,0,17212,7
4523026204,0,18,1,8,0,18494,7
4523503421,0,12,0,3,1,15632,6.8
4447333769,1,20,0,4,0,17455,7.4
4462356432,1,21,0,4,1,15716,7
4520816050,1,16,1,8,2,17577,7.4
4452588232,1,12,1,10,1,17822,7.2
4481630032,0,18,1,6,1,15381,7
4517997197,1,16,1,7,0,15485,6.6
4523452574,1,16,1,5,1,16953,7.2
4523517991,0,12,0,0,0,13229,6.4
4525108877,1,48,1,5,1,16579,7.2
4524771501,0,15,0,5,0,15562,7.2
4502709604,1,11,0,8,1,17192,7
4502866090,1,18,1,9,1,18764,7
4515691372,0,12,1,2,0,15790,6.6
4483696050,1,15,1,11,1,19380,7.2
4485493657,0,16,1,8,0,16554,6.6
4487456805,0,17,0,4,0,14017,6.6
4457806317,0,15,1,14,1,20136,7.4
4525194842,1,17,1,6,1,16717,7.2
4516786355,1,16,1,8,1,15927,6.6
4477737633,0,17,0,8,0,15729,6.6
4513995465,0,15,0,0,1,14814,7
4514844694,0,18,1,5,1,16610,7
4516036728,1,14,1,7,2,17588,7
4500905906,0,30,0,4,1,16017,7.2
4518770887,0,18,0,5,0,14851,6.6
4500845726,0,18,1,3,2,15420,6.8
4505146259,1,16,0,9,0,15476,6.6
4484501357,0,17,0,3,0,14463,6.8
4447213073,1,15,1,15,1,17653,7.2
4523850579,0,18,1,1,0,15097,7.2
4512777907,1,19,1,2,1,16476,7
4505255448,1,18,1,12,1,20136,7.8
4525150021,0,11,1,3,0,14385,6.6
4493134423,0,32,1,4,0,16672,7
4518605903,1,16,0,7,0,17286,7.2
4501794843,0,15,1,4,0,16385,7
4525061092,1,16,1,7,0,16902,6.8
4510905499,1,56,1,11,2,17127,7.2
4458512740,1,15,1,13,0,18383,7
4524110261,0,12,0,4,0,15475,6.4
4516554844,1,14,0,13,0,18950,7.4
4518463691,1,20,1,11,1,16942,6.6
4518585607,0,28,0,3,0,15423,7.2
4491980235,0,14,1,10,0,18296,7
4508411042,0,17,0,6,0,15166,6.6
4513194329,0,15,0,6,0,16230,6.8
4523821481,1,15,1,17,1,20005,7.4
4477453234,0,18,1,3,0,14485,6.6
4475645172,0,36,0,3,1,15313,7
4517513355,1,17,1,7,0,17147,7.2
4450783811,0,15,0,4,0,16078,6.8
4514536242,0,46,0,5,0,14511,6.2
4525242190,0,19,1,4,1,15224,6.6
4520538056,0,40,1,7,0,15989,6.4
4434566709,1,15,1,10,0,17558,7.2
4378541993,1,16,1,2,0,15215,6.6
4514036288,1,15,1,2,0,14887,6.4
4482303478,0,14,0,1,0,14100,6.6
4471300165,1,17,0,7,1,17097,7
4437158302,0,18,0,0,0,14082,6.6
4504089407,1,9,1,7,0,17500,7.2
4508792949,1,11,1,12,2,17970,7.2
4512064032,1,13,0,5,0,15198,7
4522584665,1,40,1,3,0,17194,7.4
4515418492,0,18,1,3,0,14951,6.8
4522629474,0,44,1,9,1,16966,7.2
4521033474,1,17,0,4,1,14513,6.8
4502741131,0,17,1,13,0,18446,7.2
4521393956,0,22,0,9,0,17100,7.2
4506646295,1,19,1,16,2,20611,7
4464361893,1,19,0,11,0,18672,7.2
4519911562,0,16,0,1,0,14988,7.2
4523830779,0,14,1,5,0,17250,7
4519439702,1,42,1,14,1,20145,7.4
4455410303,1,15,0,8,1,17325,7
4472741177,1,25,1,7,1,19336,7.8
4520036166,0,14,0,0,0,13701,6.6
4497475863,0,35,1,6,1,15765,7
4524450290,0,17,0,2,0,14841,7
4522471195,0,18,1,4,0,15597,6.8
4521939526,0,13,0,0,0,13828,6.6
4515391813,0,16,0,9,0,16275,7.2
4525068217,0,16,0,5,0,16763,7.2
4521099004,1,38,1,28,0,21089,7
4481839790,0,14,0,2,0,15155,6.6
4494508204,1,46,1,9,2,17226,7.2
4516392840,0,9,1,6,1,17634,7.2
4509353286,1,17,0,8,1,17562,7
4515245174,1,92,0,7,0,16161,7
4497565171,1,10,1,18,1,20853,7.4
4520358901,1,16,0,1,1,15743,6.8
4511992629,1,15,1,6,1,15204,6.8
4513252060,0,15,0,4,0,15013,6.6
4524160541,1,115,1,8,1,20176,7.6
4419275391,0,15,0,5,0,15856,7
4524796827,1,16,1,10,2,17097,7.2
4516360817,0,37,1,7,0,16595,7.2
4514809732,0,51,0,4,0,13952,6.2
4513037012,1,17,1,6,2,18413,7.2
4495029898,0,15,1,9,0,16113,7
4516616203,1,23,0,1,0,15508,7
4518053347,0,20,1,16,1,18345,6.8
4515343206,1,17,1,10,0,18882,7.2
4488342223,0,13,1,1,0,14734,6.8
4449468024,0,35,0,4,0,15337,6.8
4521833199,0,16,0,2,0,15280,7.2
4523056816,1,16,1,8,0,16861,7.2
4516980931,1,12,0,3,0,16321,7
4488789257,0,18,1,8,0,15885,6.6
4474587492,0,12,0,3,0,16007,6.6
4440152952,1,14,0,8,0,16171,6.8
4521361583,0,16,0,8,0,15726,6.4
4465302034,0,18,0,6,0,16851,6.8
4458497887,0,15,0,4,0,14448,6.8
4524068681,1,16,1,3,0,15045,6.6
4496547749,1,13,1,8,2,17267,7
4516748308,1,15,1,4,0,17706,6.8
4469636302,0,13,1,5,0,15576,6.6
4518861669,1,19,1,7,1,17084,7.2
4519896224,0,20,1,8,1,15614,6.4
4500210333,1,17,1,13,1,19602,7.4
4516773266,0,23,1,1,0,15409,7
4499860078,1,17,1,8,0,14298,6.4
4524209230,1,9,1,10,2,18507,7.2
4495909793,0,17,0,5,0,16179,7
4513165995,1,17,1,6,1,17018,7.2
4487965744,0,37,0,4,1,15306,6.8
4489207578,0,15,1,4,0,15079,7
4504056822,1,18,1,11,1,17622,7.2
4524110417,0,16,1,5,0,17341,7.2
4516604848,0,15,1,5,0,15868,6.6
4496540023,1,16,0,8,1,17170,7
4517001678,0,13,0,5,1,15716,6.8
4460970980,0,15,0,3,0,15036,7.2
4523826301,1,41,0,5,0,16608,7.2
4524622729,0,15,0,9,0,16116,6.8
4462061093,1,36,1,11,1,21386,7.4
4462053838,0,17,0,8,0,16441,6.4
4462226806,0,10,0,4,0,15446,6.4
4515286916,0,40,1,7,0,15799,6.4
4507879201,1,18,0,11,1,17909,7
4470286128,0,16,0,5,0,15309,6.6
4470651076,1,12,1,11,1,19077,7.2
4455008187,0,19,1,5,0,15321,6.6
4462288936,0,105,0,2,0,14522,6.4
4497473518,0,14,0,7,2,17996,7
4475645681,0,16,1,10,1,16447,7
4509931698,0,11,0,0,0,13068,6.4
4525232223,0,17,1,8,0,17757,7
4519116832,0,19,1,11,0,17459,6.8
4523397279,1,20,0,1,0,14068,6.8
4505988768,0,34,0,1,0,13960,6.2
4453255599,1,17,0,8,1,18255,6.8
4517481803,1,15,1,8,0,17134,7
4477045051,0,19,1,12,0,17487,6.8
4519240372,0,16,1,4,0,16335,6.6
4499861497,1,15,1,6,1,16405,7
4517783802,0,12,1,5,0,14145,6
4523495591,1,43,0,6,0,16419,6.8
4507582515,1,48,1,3,0,14482,6.8
4442492836,1,38,1,5,1,15967,6.8
4519612856,0,18,0,5,0,16093,6.8
4516101575,1,18,1,13,0,20827,7.4
4522209032,0,15,0,2,1,14697,7
4516964938,0,14,0,10,0,17702,6.4
4514521054,0,15,0,2,1,14730,6.6
4501029186,0,18,0,10,0,16876,6.6
4513514552,1,15,0,7,0,16203,6.6
4508400080,0,13,1,7,1,17214,7.2
4488286080,1,21,0,0,1,14019,6.6
4464174645,0,17,0,2,0,16163,6.8
4498395907,0,39,0,7,2,15745,6.8
4509719745,1,44,0,13,0,18933,7.4
4502410789,1,16,0,4,1,16452,7.4
4496572605,0,20,1,11,0,16527,7
4514428234,0,15,0,8,0,16977,6.6
4520985137,0,18,0,1,0,13874,6.4
4523843821,0,18,0,10,2,17272,7
4524683257,0,12,0,2,0,15125,6.8
4508198441,0,18,0,4,0,14691,6.8
4522118133,0,9,1,3,0,16961,7.2
4524267353,1,14,0,4,0,16688,7
4518992502,1,11,1,3,1,17143,7.2
4494596077,1,40,1,6,1,18097,7
4523731110,1,36,1,14,1,19276,7.4
4455272131,0,37,0,8,1,17114,7
4511726716,1,84,0,8,0,16602,6.8
4523706574,0,15,0,4,0,14975,6.4
4510806182,1,14,0,7,1,15843,7
4523124807,0,18,0,3,0,15777,6.8
4464723011,1,12,1,5,0,17142,7
4509809215,1,14,1,11,0,18027,7
4470222425,1,17,1,6,1,16003,6.8
4518542421,1,16,0,9,1,19116,7
4472513003,1,15,0,17,1,18078,6.8
4516945455,1,13,0,8,1,18011,7
4524654966,0,43,1,6,0,15336,6.8
4524608366,0,16,0,6,1,17273,7.2
4434652049,0,18,1,8,0,17875,7
4456782548,0,42,0,14,0,17215,6.8
4432011419,1,15,0,10,0,15579,6.8
4516422291,0,16,0,9,0,16479,6.6
4520682633,0,17,0,6,1,13918,6.8
4523932560,1,20,0,8,2,17615,7.2
4484818396,0,15,1,1,1,15848,7
4522415316,0,15,1,6,0,15941,7.2
4458821215,1,18,1,1,2,14448,6.8
4523270245,1,15,1,4,0,15719,7.4
4510569686,0,19,0,9,0,17139,6.6
4499840707,0,16,0,4,1,15977,6.8
4505443029,1,40,1,2,1,14938,6.8
4462200900,0,37,1,13,0,17187,7
4524850918,1,38,1,10,1,17558,6.8
4494953056,1,17,1,5,2,17945,7
4482020430,1,16,0,10,0,15151,6.8
4489780807,1,13,0,5,0,14983,6.8
4473648726,1,18,0,7,1,16527,6.6
4506851562,0,19,0,4,1,16359,7
4512489838,1,13,1,12,1,19038,7.2
4456743513,0,17,0,10,1,15976,6.8
4522569310,0,15,0,1,0,13512,6.4
4480568476,0,17,1,6,0,14923,6.8
4515413572,0,66,1,6,1,16124,6.6
4486418499,0,15,0,1,0,14058,6.6
4523419872,0,18,1,4,0,14422,6.8
4477069725,1,16,0,7,1,16539,7.4
4523857343,0,17,0,6,0,15794,6.6
4460351665,0,41,1,15,0,16867,6.8
4520401990,0,16,1,9,0,17197,7.2
4503249244,1,21,1,5,1,15881,6.4
4513811621,1,19,0,14,0,19373,7.2
4475517974,0,55,0,10,0,16548,6.6
4486146372,0,13,0,4,0,14126,6.4
4478222063,1,18,0,9,0,16518,6.6
4489610155,1,17,1,7,0,15897,6.8
4500435110,1,132,0,8,0,22845,7.4
4524652479,0,18,0,2,1,14445,6.8
4502701964,1,15,1,3,1,17293,7
4466011800,0,15,1,7,0,17239,6.8
4518912050,1,15,0,8,2,18339,7.2
4483304287,1,92,0,7,1,16541,7
4523694899,1,18,0,13,1,20488,6.8
4505081158,1,16,0,4,1,15072,7
4525171151,0,14,0,4,1,15433,7.2
4476138095,1,51,0,7,0,15766,6.8
4497851268,1,21,1,14,1,18459,7
4516722172,0,15,1,7,2,16467,6.8
4519753140,1,19,1,13,1,18384,7.2
4522036239,1,17,1,11,1,18479,7.4
4521281079,0,15,0,4,1,14812,6.8
4447656785,1,23,1,1,1,14702,6.8
4523432190,1,41,1,4,0,15715,7
4467393219,0,17,1,9,0,16736,7.2
4450553888,0,12,0,9,1,17344,7
4520633128,1,16,0,13,1,18625,6.6
4524963082,1,13,0,2,0,13825,6.6
4495592386,0,14,0,1,1,14604,6.6
4441657789,0,18,0,5,0,15770,6.4
4517721011,1,15,0,4,0,16566,7.2
4513226809,0,93,1,6,0,17129,6.8
4515717672,0,14,0,5,0,16176,7
4521167272,1,18,0,15,1,21056,7.2
4516816760,1,16,1,10,1,20471,7.6
4493323952,1,17,0,14,0,18823,6.6
4498404672,1,8,1,6,0,17204,7.4
4524720967,1,15,1,23,0,17628,6.2
4522623141,0,39,1,11,1,16562,7
4522349716,0,13,0,6,1,16543,7
4480203372,0,13,0,12,0,19292,6.8
4463154481,0,38,0,6,0,15590,7.2
4525197768,1,13,0,5,0,15885,7
4520800745,1,16,0,6,1,15936,6.6
4519585226,1,36,1,3,0,15040,6.6
4513405592,1,16,0,9,1,15927,6.8
4480561507,0,17,0,0,0,14231,6.8
4516554886,0,10,0,2,0,14998,7
4480147413,0,20,0,12,1,18315,6.6
4492470174,1,37,1,9,1,16977,7.4
4502350951,1,16,1,2,1,14857,6.6
4522690017,0,17,1,5,0,14819,6.4
4467269320,0,46,1,5,1,15570,7.2
4477180489,0,14,0,7,0,14231,6.2
4518677931,1,18,1,12,1,19558,7
4512800157,1,17,1,9,1,18531,7.2
4453026887,0,27,0,6,0,15211,6.6
4494384806,0,35,0,2,2,13683,6.8
4523536218,1,38,1,7,0,16887,7.4
4514199075,1,18,1,4,0,16317,7
4522545696,1,16,1,15,1,19000,7
4484079489,0,16,0,8,0,16421,7.4
4503781874,1,11,1,8,1,16341,7.4
4424203287,1,19,1,13,0,18901,7.2
4432359708,1,12,0,1,0,13860,6.6
4462971109,0,15,0,4,0,15317,7
4509546760,1,87,1,13,1,20111,7
4495614146,1,16,1,19,1,18631,7.4
4511245334,0,36,1,5,0,14766,6.8
4508663861,1,15,0,6,0,15967,6.8
4510820768,1,11,1,7,1,18117,7.4
4523434637,1,44,1,8,1,16379,6.8
4523647003,1,15,0,5,0,16530,6.8
4500133992,0,17,0,2,0,15451,6.8
4525224420,1,31,0,5,1,17553,7.4
4470635951,1,15,1,15,0,18721,7.2
4522429552,1,17,1,3,0,16611,6.8
4519057052,0,51,1,5,1,15059,6.8
4467340855,0,18,0,3,0,14715,7
4520358684,0,14,0,9,1,16753,6.8
4456531683,0,17,0,3,0,15676,6.6
4440516925,0,23,0,11,0,17616,7
4490273842,1,17,1,5,2,16727,7.2
4517908565,1,14,1,13,1,19626,7.6
4424223586,1,15,0,6,0,16763,6.8
4515202068,1,35,1,4,0,15686,7
4521842846,1,12,0,2,1,14502,7
4457008348,0,18,0,3,0,15130,6.6
4488603223,1,14,1,7,0,16718,7
4500756552,1,41,1,10,0,16929,7
4491170236,1,17,0,6,0,16407,7.4
4522097658,1,16,1,11,1,19165,7.4
4519881669,0,23,1,6,1,15698,6.4
4500109652,0,13,0,3,0,15398,6.6
4452913051,1,19,1,6,2,17201,6.8
4523656538,1,141,0,3,1,15964,7
4506573625,0,221,0,1,0,13121,6
4495693355,0,18,0,1,1,15701,7
4515999834,1,16,1,13,0,17917,6.8
4487355594,1,11,1,8,0,18288,7.4
4524977254,1,50,1,17,1,18857,7.2
4471320311,0,23,1,12,0,17374,6.8
4522026969,0,17,1,4,1,17620,6.8
4470994961,0,27,0,8,0,17238,7
4423927997,0,41,1,1,1,15709,7
4494539160,0,16,0,6,1,17693,7.2
4520968733,1,61,0,5,0,16343,6.8
4520825058,1,64,0,7,1,17033,6.8
4522605613,0,36,1,4,0,15956,7
4501009376,0,17,0,1,0,14780,6.8
4505375338,1,21,0,8,2,16709,7
4524018091,1,16,1,12,1,18748,7
4494347491,0,17,1,2,0,15598,7
4476326915,0,138,0,3,0,15108,6.8
4499828809,0,15,0,1,0,13679,6.4
4507786946,1,16,1,7,2,17453,7
4502808348,0,16,0,3,0,15120,6.8
4501204350,1,14,1,12,0,17491,6.6
4476858063,1,23,0,8,0,16798,7
4516079529,1,22,0,1,2,14379,6.8
4419298949,0,17,1,5,0,15953,6.8
4500073526,1,14,0,5,0,17303,7
4467280497,1,14,1,4,1,16114,7
4452298627,1,14,1,19,1,21314,7.2
4492609650,1,17,1,2,2,15660,6.8
4442298197,0,18,1,13,1,17169,6.8
4524775955,1,14,0,7,2,15649,6.8
4522381918,1,110,1,8,0,17088,7
4499861575,1,20,1,8,1,18042,7
4516913135,0,15,0,3,0,15424,6.8
4491649164,1,16,0,3,0,15459,7
4521619561,1,11,1,12,0,19588,7.2
4456065713,1,13,1,6,1,16951,7
4512610035,0,14,0,3,1,15533,7
4463081486,0,12,1,8,0,17653,7
4501505628,0,21,0,2,0,14811,6.6
4453150703,1,16,1,3,0,14538,6.2
4484592452,1,18,1,20,0,20188,7.2
4522819691,0,37,0,3,0,16021,7.2
4475624024,1,71,0,6,0,16112,6.8
4519789324,1,15,0,2,1,15967,7
4496561150,0,15,0,1,0,13126,6.6
4484513545,1,18,1,8,2,17501,7.2
4513177731,1,17,1,8,1,18826,7.4
4524058240,0,41,0,2,1,14165,6.8
4524567025,0,15,1,17,1,18110,6.8
4510867188,0,12,1,5,1,16731,7.4
4462493939,0,16,0,8,0,16984,7
4524955367,1,17,0,2,1,14341,6.8
4520974128,1,13,1,10,1,17667,7.4
4515361203,0,90,0,1,0,13704,6.6
4469994389,0,14,1,11,1,15863,7
4420924071,0,18,0,2,0,14834,7
4487468549,1,15,0,16,0,19246,7.2
4524168146,1,11,1,12,2,17091,6.8
4498584517,0,16,0,3,1,13803,6.4
4479288028,1,27,1,3,2,16485,7.2
4520570200,0,16,0,0,0,14876,7
4509866681,1,9,1,6,0,17594,7
4481959018,0,16,0,9,0,16230,6.8
4507366175,1,17,1,3,1,15239,7.2
4513046591,0,16,1,7,0,16247,6.6
4517941461,0,12,1,4,0,15223,6.8
4501838629,0,43,1,2,1,16099,7
4500021732,1,15,1,8,0,17940,7.4
4518154341,0,11,1,0,0,15652,7.6
4513564406,0,19,1,8,1,18161,7
4442484650,0,13,0,1,0,13569,6
4476251549,1,18,0,9,0,18048,7.2
4498445484,0,17,0,2,1,17046,7.2
4518938829,1,15,0,6,1,16647,7.4
4494818670,1,13,1,8,1,16283,7
4516011875,1,26,1,16,0,22433,7.4
4451957612,0,17,1,9,0,15429,6.8
4510563287,0,11,0,8,0,16239,7
4476265926,1,39,1,11,0,18228,7.2
4513059451,0,15,1,9,1,16983,7
4496593867,1,19,0,10,0,16957,7
4498547016,1,85,1,13,1,18962,7.6
4518959670,0,15,0,15,1,16888,6.8
4511678371,0,16,0,5,0,14993,6.4
4519160523,1,41,1,10,1,16076,6.2
4510758423,1,16,1,4,0,17007,7.4
4522504958,0,15,0,7,1,16000,6.4
4454764258,0,34,1,4,1,16021,6.8
4489645082,1,44,0,9,0,17345,7
4521106254,0,15,0,13,0,17976,7.4
4480198184,0,18,0,9,0,16853,7
4523348814,0,18,1,6,1,16300,7
4497769200,1,15,1,3,1,16417,7
4522784053,0,19,1,5,1,17466,6.8
4481987758,1,42,0,13,1,19830,7.2
4521835528,0,22,0,9,0,16726,7
4449777649,0,19,1,9,0,17162,7
4519324641,1,34,1,12,1,19535,7.4
4505242259,1,63,0,4,0,15514,7.2
4502985762,1,15,1,4,0,16008,7.2
4520683892,1,18,1,9,0,16981,7.2
4524310116,0,17,0,4,0,14722,6.6
4514199530,1,114,0,3,0,15715,7
4489343970,0,15,0,2,0,16102,7.2
4431814221,0,16,1,1,0,14991,7
4463523266,1,16,1,14,0,19379,7
4518528928,1,54,0,8,0,17101,7
4514107032,1,17,1,4,0,17186,7
4519035027,1,13,0,1,1,15115,7.2
4480445150,1,16,0,6,2,16127,6.8
4490211432,1,18,0,9,0,15445,6.4
4481270727,0,17,0,8,0,16585,7
4523421831,0,11,1,7,1,15788,6.8
4524290277,1,26,1,5,1,17400,7.4
4477637530,0,39,1,3,1,14157,6.4
4516995373,0,38,1,5,1,14992,6.8
4516897705,0,16,1,6,1,17182,7.2
4522690291,1,12,1,7,1,16426,6.8
4512476997,1,13,0,11,0,16135,6.8
4511306202,1,17,1,4,0,15833,7
4508068609,1,41,1,10,2,18062,7.4
4513799193,0,14,0,3,1,14318,7
4524523672,1,41,0,4,1,14969,6.8
4426767631,1,18,1,8,0,17177,7
4510972926,0,14,1,7,0,16617,7
4524982969,0,17,1,7,0,16908,7.2
4524074857,1,80,0,6,2,18419,7.6
4518664448,0,13,1,9,0,15570,6.8
4505204849,0,14,0,3,0,15016,6.8
4495401600,1,16,1,2,1,14402,7
4519133834,0,16,0,6,1,14999,6.4
4498073592,0,15,1,4,1,15149,6.8
4518908419,1,38,1,7,1,15761,6.6
4484535583,0,24,0,2,0,14714,6.8
4437258310,1,17,1,8,0,15154,6.4
4492858161,1,19,1,10,0,20998,7.2
4516777697,1,14,1,7,0,17607,7.2
4438426870,0,18,0,2,0,15141,6.8
4519863866,1,81,0,12,1,21285,7.4
4525213548,1,21,0,7,0,16984,6.8
4495200388,0,16,0,2,0,13489,6
4496800946,1,40,1,3,2,14653,7
4512993311,0,16,0,3,0,15335,6.4
4512141904,1,16,1,3,0,15853,7
4505844973,0,12,0,5,0,15476,6.8
4523297583,1,38,1,3,2,15211,7
4456819413,0,29,0,8,0,15796,6.6
4525070151,0,12,1,3,1,15420,7.2
4491235821,1,17,1,14,1,20961,7.6
4470743478,0,15,1,9,1,17633,7
4506216514,1,57,1,5,1,16647,7.4
4518410386,1,38,0,1,0,14141,6.6
4521025798,1,14,0,3,1,16374,7
4520670087,0,18,0,6,0,17125,7
4489785734,0,37,0,6,0,15531,7
4524920197,1,17,1,14,1,18529,7
4509680666,0,16,0,2,0,14450,6.4
4450597950,0,41,0,11,2,18185,7.4
4502153690,0,15,0,2,0,15423,7
4468198399,0,13,1,2,2,14675,7
4381127762,1,17,1,11,1,18722,7.2
4469528522,0,14,1,1,1,14421,7
4521611697,1,34,1,6,0,17532,7.2
4511363738,1,17,1,14,1,19271,7.2
4489698898,0,16,1,16,1,18655,6.8
4492000436,0,53,0,2,1,14164,6.8
4524941722,0,14,0,2,1,14476,6.4
4521867073,1,20,1,12,1,18339,7.4
4496662443,1,15,0,9,2,17450,6.6
4441924667,0,16,1,6,0,16381,7
4521004120,1,17,1,1,0,15446,6.6
4525209452,1,17,0,1,1,14970,6.6
4461471902,0,19,1,3,0,14711,6.6
4500875626,1,18,0,8,0,17219,7.2
4524992699,1,18,1,9,1,18010,7.2
4384342751,1,15,0,15,1,19708,7.2
4485910798,1,20,1,6,1,16825,7
4475739252,1,18,1,1,1,14755,6.8
4454553196,1,16,1,11,0,17592,7
4480234530,0,15,0,5,0,15351,6.6
4419637679,0,16,1,7,1,17787,7.2
4456001530,1,17,0,2,0,15031,6.8
4450023077,1,19,1,4,0,15407,6.6
4464260583,0,142,0,4,0,14569,6.6
4491856529,1,91,1,7,1,16452,6.8
4481879494,1,15,0,3,1,17437,7.2
4480345116,1,17,0,4,0,14665,6.6
4462027689,1,16,1,8,1,18395,7
4513437508,1,14,1,5,0,16961,7.2
4519994537,0,18,0,2,0,14011,6.4
4479665099,1,16,0,8,0,16871,7.2
4462423061,0,14,1,5,0,16125,6.8
4449313153,0,14,0,2,0,13773,6.6
4518043689,1,15,1,15,0,18458,7
4437580789,0,16,0,4,0,16258,7
4459705547,1,39,0,8,1,16997,7.8
4516158411,0,13,0,3,1,15356,7.2
4523428362,1,16,1,9,1,18870,7
4502587670,0,17,0,6,0,15639,6.6
4523482490,0,14,0,14,1,19632,7.6
4472245505,0,13,0,12,1,16942,7.2
4513601289,0,14,1,14,0,17077,6.6
4460567207,0,15,1,16,1,20269,7.4
4419234240,1,13,1,13,1,19079,7.4
4484372363,1,16,0,6,1,15815,6.6
4458069984,0,23,1,3,1,16970,6.8
4525129599,1,16,1,10,0,18064,7.2
4461165597,1,19,0,5,0,17169,7
4470712101,0,22,0,8,1,16413,6.8
4482905439,1,14,0,7,1,15464,6.8
4505122785,0,13,1,10,1,15600,6.6
4524920095,0,22,0,1,0,13802,6.2
4512153524,0,16,1,4,0,15033,6.6
4506115923,1,15,1,4,1,16803,7
4476204295,0,44,1,7,1,15444,7
4524178693,1,12,0,11,0,17659,7
4499662774,1,38,1,18,0,18720,7.2
4499721373,0,18,1,5,1,17639,7
4478440823,1,21,1,12,0,17307,7
4502009252,1,14,0,6,1,15712,6.8
4463341783,1,17,0,6,1,17616,7
4483298051,0,19,0,5,0,17235,7.4
4518622747,1,16,1,10,2,20065,7.2
4522155540,0,15,0,2,2,15537,6.8
4519771711,0,19,0,9,0,18359,6.8
4442192126,1,15,1,3,0,15884,6.8
4510534597,0,15,0,3,0,14512,6.6
4497672608,0,36,1,7,0,15440,6.8
4522420599,1,16,0,6,1,16296,7
4524772917,0,18,0,1,0,14979,7
4495516113,1,15,1,5,1,16364,6.8
4468138311,0,14,0,1,0,14003,6.6
4456177266,0,13,1,5,0,16459,7
4479609510,0,14,1,4,0,15361,7
4510150103,0,21,0,6,1,18345,7.4
4524537915,0,15,0,8,1,18497,7.2
4459775765,0,15,0,3,0,14642,6.6
4512194286,0,14,0,1,0,15539,6.8
4507618231,0,15,1,19,0,18781,6.8
4484715251,0,19,0,6,0,16509,6.8
4460648700,1,17,0,3,1,14820,6.8
4471214244,0,20,0,5,0,15465,6.8
